MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,3,,,7C4A09,,,,,,,7950,,,,,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,241,19,,,-1280,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,4,,,7C4A09,,,,,,,,240,19,,,-1280,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,4,,,7C4A09,,,,,,,,240,19,,,-1280,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7625,,,,,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,239,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7575,,,,,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,239,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7550,,,-32.45833,115.73904,,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,3,,,7C4A09,,,,,,,7475,,,-32.45522,115.74036,,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,1,,,7C4A09,,,,,,FD613   ,,,,,,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7375,,,-32.44938,115.74282,,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,3,,,7C4A09,,,,,,,7325,,,-32.44720,115.74371,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7300,,,-32.44620,115.74415,,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,3,,,7C4A09,,,,,,,7275,,,-32.44505,115.74467,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,235,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7250,,,-32.44354,115.74531,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7225,,,-32.44202,115.74590,,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,4,,,7C4A09,,,,,,,,233,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7200,,,-32.44160,115.74612,,,0,0,0,0
MSG,6,,,7C4A09,,,,,,,,,,,,,4047,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,233,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7175,,,-32.44070,115.74646,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,233,19,,,-1216,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,3,,,7C4A09,,,,,,,7175,,,-32.43955,115.74696,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7150,,,-32.43906,115.74717,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,233,19,,,-1280,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7125,,,-32.43793,115.74764,,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,4,,,7C4A09,,,,,,,,233,19,,,-1280,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,233,19,,,-1280,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7100,,,-32.43671,115.74814,,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,3,,,7C4A09,,,,,,,7075,,,-32.43532,115.74870,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7050,,,-32.43439,115.74910,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,232,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7050,,,-32.43388,115.74932,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,232,19,,,-1216,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,232,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7025,,,-32.43237,115.74992,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7000,,,-32.43187,115.75010,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,232,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7000,,,-32.43137,115.75036,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,7000,,,-32.43095,115.75052,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,6975,,,-32.42987,115.75094,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,231,19,,,-1216,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,3,,,7C4A09,,,,,,,6950,,,-32.42894,115.75135,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,231,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,6950,,,-32.42843,115.75156,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,6925,,,-32.42806,115.75173,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,231,19,,,-1216,,0,0,0,0
MSG,8,,,7C4A09,,,,,,,,,,,,,,,,,
MSG,4,,,7C4A09,,,,,,,,231,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,6900,,,-32.42656,115.75234,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,230,19,,,-1216,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,6875,,,-32.42545,115.75279,,,0,0,0,0
MSG,3,,,7C4A09,,,,,,,6875,,,-32.42491,115.75300,,,0,0,0,0
MSG,4,,,7C4A09,,,,,,,,230,19,,,-1216,,0,0,0,0
